Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG183106,,The customer was coughing/sick,
BKG183110,Wrong Address,,
BKG183112,,More than permitted people in there,
BKG183114,,,Other Issue
BKG183116,,The customer was coughing/sick,
BKG183117,,The customer was coughing/sick,
BKG183118,,The customer was coughing/sick,
BKG183119,,,Other Issue
BKG183126,,,Vehicle Breakdown
BKG183129,,,Customer Demand
BKG183130,,More than permitted people in there,
BKG183131,,,Customer Demand
BKG183132,,More than permitted people in there,
BKG183138,,,Customer Demand
BKG183139,AC is not working,,
BKG183149,,,Customer Demand
BKG183151,Wrong Address,,
BKG183154,,,Vehicle Breakdown
BKG183156,,Personal & Car related issues,
BKG183158,,More than permitted people in there,
BKG183159,,Personal & Car related issues,
BKG183165,,Customer related issue,
BKG183168,,Customer related issue,
BKG183172,,More than permitted people in there,
BKG183177,Driver is not moving towards pickup location,,
BKG183179,,Personal & Car related issues,
BKG183182,,The customer was coughing/sick,
BKG183185,,,Customer Demand
BKG183186,,Customer related issue,
BKG183187,AC is not working,,
BKG183190,,The customer was coughing/sick,
BKG183191,,Customer related issue,
BKG183193,,Personal & Car related issues,
BKG183197,,The customer was coughing/sick,
BKG183202,Driver asked to cancel,,
BKG183203,,Personal & Car related issues,
BKG183206,,The customer was coughing/sick,
BKG183211,Driver asked to cancel,,
BKG183215,,,Other Issue
BKG183221,Driver is not moving towards pickup location,,
BKG183224,,The customer was coughing/sick,
BKG183229,,,Vehicle Breakdown
BKG183230,Change of plans,,
BKG183231,,Customer related issue,
BKG183236,,,Customer Demand
BKG183243,,,Vehicle Breakdown
BKG183246,,Customer related issue,
BKG183247,,More than permitted people in there,
BKG183248,,Customer related issue,
BKG183250,,Personal & Car related issues,
BKG183251,AC is not working,,
BKG183252,AC is not working,,
BKG183254,,,Customer Demand
BKG183255,,,Customer Demand
BKG183257,,The customer was coughing/sick,
BKG183260,Driver is not moving towards pickup location,,
BKG183262,,Customer related issue,
BKG183264,,,Vehicle Breakdown
BKG183265,,Customer related issue,
BKG183266,,,Other Issue
BKG183268,,,Vehicle Breakdown
BKG183269,,,Vehicle Breakdown
BKG183272,,More than permitted people in there,
BKG183274,Wrong Address,,
BKG183275,AC is not working,,
BKG183282,,Personal & Car related issues,
BKG183283,,Personal & Car related issues,
BKG183286,,,Vehicle Breakdown
BKG183289,Wrong Address,,
BKG183296,,The customer was coughing/sick,
BKG183297,Change of plans,,
BKG183298,Change of plans,,
BKG183304,,,Other Issue
BKG183306,,,Vehicle Breakdown
BKG183309,,Customer related issue,
BKG183311,Driver is not moving towards pickup location,,
BKG183315,,,Customer Demand
BKG183317,,More than permitted people in there,
BKG183319,,,Other Issue
BKG183321,,More than permitted people in there,
BKG183323,,,Customer Demand
BKG183326,,Customer related issue,
BKG183329,,Customer related issue,
BKG183332,AC is not working,,
BKG183336,,,Vehicle Breakdown
BKG183339,,,Vehicle Breakdown
BKG183342,,Customer related issue,
BKG183343,,More than permitted people in there,
BKG183344,,Personal & Car related issues,
BKG183350,,,Vehicle Breakdown
BKG183353,,More than permitted people in there,
BKG183354,,,Other Issue
BKG183357,,,Other Issue
BKG183358,,,Other Issue
BKG183360,,The customer was coughing/sick,
BKG183363,,Personal & Car related issues,
BKG183366,Wrong Address,,
BKG183370,Driver is not moving towards pickup location,,
BKG183371,,,Vehicle Breakdown
BKG183372,,Customer related issue,
BKG183377,,More than permitted people in there,
BKG183379,Wrong Address,,
BKG183380,,,Vehicle Breakdown
BKG183382,,,Other Issue
BKG183383,,,Other Issue
BKG183385,,The customer was coughing/sick,
BKG183389,,,Other Issue
BKG183394,,Customer related issue,
BKG183395,AC is not working,,
BKG183396,,More than permitted people in there,
BKG183401,,,Other Issue
BKG183403,,,Vehicle Breakdown
BKG183405,,Personal & Car related issues,
BKG183406,,,Customer Demand
BKG183409,Driver asked to cancel,,
BKG183416,,More than permitted people in there,
BKG183421,,,Customer Demand
BKG183422,,Customer related issue,
BKG183424,,Personal & Car related issues,
BKG183426,,Personal & Car related issues,
BKG183429,,The customer was coughing/sick,
BKG183430,,,Customer Demand
BKG183433,,Customer related issue,
BKG183436,AC is not working,,
BKG183440,,,Vehicle Breakdown
BKG183445,Change of plans,,
BKG183451,AC is not working,,
BKG183452,Driver is not moving towards pickup location,,
BKG183453,,Personal & Car related issues,
BKG183457,,,Other Issue
BKG183458,,Personal & Car related issues,
BKG183462,,More than permitted people in there,
BKG183466,,,Other Issue
BKG183471,,The customer was coughing/sick,
BKG183472,,More than permitted people in there,
BKG183473,,Personal & Car related issues,
BKG183476,,,Vehicle Breakdown
BKG183478,,More than permitted people in there,
BKG183479,,Personal & Car related issues,
BKG183480,Change of plans,,
BKG183481,Driver is not moving towards pickup location,,
BKG183485,,,Vehicle Breakdown
BKG183491,,More than permitted people in there,
BKG183492,,The customer was coughing/sick,
BKG183496,Wrong Address,,
BKG183500,,Customer related issue,
BKG183507,,Personal & Car related issues,
BKG183508,,,Vehicle Breakdown
BKG183513,,,Customer Demand
BKG183515,,Personal & Car related issues,
BKG183517,,,Customer Demand
BKG183521,AC is not working,,
BKG183524,,,Other Issue
BKG183527,,Personal & Car related issues,
BKG183529,Driver asked to cancel,,
BKG183534,,,Other Issue
BKG183536,,Customer related issue,
BKG183537,,More than permitted people in there,
BKG183542,,,Customer Demand
BKG183545,,,Customer Demand
BKG183546,,,Other Issue
BKG183551,,Personal & Car related issues,
BKG183556,,Personal & Car related issues,
BKG183559,,,Vehicle Breakdown
BKG183564,AC is not working,,
BKG183567,,Personal & Car related issues,
BKG183571,,Personal & Car related issues,
BKG183573,,,Customer Demand
BKG183579,,The customer was coughing/sick,
BKG183586,,More than permitted people in there,
BKG183588,,Personal & Car related issues,
BKG183589,Change of plans,,
BKG183590,,,Customer Demand
BKG183592,Driver asked to cancel,,
BKG183593,,Personal & Car related issues,
BKG183595,,,Customer Demand
BKG183599,,Customer related issue,
BKG183601,,More than permitted people in there,
BKG183602,,,Other Issue
BKG183603,,,Other Issue
BKG183607,,,Customer Demand
BKG183609,,Personal & Car related issues,
BKG183612,,,Other Issue
BKG183617,,More than permitted people in there,
BKG183624,,,Other Issue
BKG183625,,More than permitted people in there,
BKG183627,,Customer related issue,
BKG183628,Driver is not moving towards pickup location,,
BKG183633,Wrong Address,,
BKG183635,,Customer related issue,
BKG183642,,,Other Issue
BKG183643,,,Other Issue
BKG183651,,,Other Issue
BKG183653,,,Other Issue
BKG183656,Change of plans,,
BKG183657,,The customer was coughing/sick,
BKG183659,,,Vehicle Breakdown
BKG183661,AC is not working,,
BKG183664,,,Vehicle Breakdown
BKG183665,,The customer was coughing/sick,
BKG183667,Wrong Address,,
BKG183669,,The customer was coughing/sick,
BKG183671,,The customer was coughing/sick,
BKG183673,Driver asked to cancel,,
BKG183680,,Personal & Car related issues,
BKG183681,,Personal & Car related issues,
BKG183682,,More than permitted people in there,
BKG183685,,More than permitted people in there,
BKG183692,,More than permitted people in there,
BKG183697,,,Other Issue
BKG183698,,The customer was coughing/sick,
BKG183699,,Customer related issue,
BKG183702,,Customer related issue,
BKG183703,,Personal & Car related issues,
BKG183705,,Customer related issue,
BKG183708,,,Vehicle Breakdown
BKG183710,,Personal & Car related issues,
BKG183711,,,Other Issue
BKG183716,,,Other Issue
BKG183720,Wrong Address,,
BKG183721,,,Customer Demand
BKG183722,,,Other Issue
BKG183723,,Customer related issue,
BKG183724,,,Vehicle Breakdown
BKG183729,,More than permitted people in there,
BKG183730,,Customer related issue,
BKG183731,,The customer was coughing/sick,
BKG183734,,,Vehicle Breakdown
BKG183735,,,Customer Demand
BKG183741,,Personal & Car related issues,
BKG183742,,Personal & Car related issues,
BKG183745,Driver asked to cancel,,
BKG183746,,More than permitted people in there,
BKG183747,,,Other Issue
BKG183752,,,Other Issue
BKG183753,,More than permitted people in there,
BKG183757,,Personal & Car related issues,
BKG183758,Driver is not moving towards pickup location,,
BKG183759,,Customer related issue,
BKG183766,,,Vehicle Breakdown
BKG183771,Change of plans,,
BKG183772,Driver asked to cancel,,
BKG183781,,Personal & Car related issues,
BKG183783,,Personal & Car related issues,
BKG183786,,More than permitted people in there,
BKG183788,,The customer was coughing/sick,
BKG183789,,,Vehicle Breakdown
BKG183790,,,Other Issue
BKG183791,,,Other Issue
BKG183793,,Customer related issue,
BKG183800,,Customer related issue,
BKG183801,,Personal & Car related issues,
BKG183802,,,Customer Demand
BKG183803,,More than permitted people in there,
BKG183812,Change of plans,,
BKG183814,,Customer related issue,
BKG183818,,Customer related issue,
BKG183819,Driver is not moving towards pickup location,,
BKG183828,,Personal & Car related issues,
BKG183829,Driver asked to cancel,,
BKG183833,,Customer related issue,
BKG183834,Wrong Address,,
BKG183835,,Customer related issue,
BKG183837,,,Other Issue
BKG183839,,Customer related issue,
BKG183840,,,Vehicle Breakdown
BKG183842,Wrong Address,,
BKG183845,,,Customer Demand
BKG183847,,,Other Issue
BKG183853,,The customer was coughing/sick,
BKG183854,,More than permitted people in there,
BKG183855,,The customer was coughing/sick,
BKG183856,,The customer was coughing/sick,
BKG183860,,Personal & Car related issues,
BKG183867,,,Vehicle Breakdown
BKG183873,Wrong Address,,
BKG183877,,,Other Issue
BKG183878,,The customer was coughing/sick,
BKG183879,,The customer was coughing/sick,
BKG183880,,,Other Issue
BKG183881,Driver asked to cancel,,
BKG183883,,Customer related issue,
BKG183884,Driver is not moving towards pickup location,,
BKG183886,,The customer was coughing/sick,
BKG183887,,More than permitted people in there,
BKG183894,,Personal & Car related issues,
BKG183896,,,Vehicle Breakdown
BKG183899,,Customer related issue,
BKG183900,,The customer was coughing/sick,
BKG183903,Wrong Address,,
BKG183908,AC is not working,,
BKG183910,,,Customer Demand
BKG183911,AC is not working,,
BKG183912,,More than permitted people in there,
BKG183913,,More than permitted people in there,
BKG183914,,,Vehicle Breakdown
BKG183918,,,Other Issue
BKG183919,Driver is not moving towards pickup location,,
BKG183921,Change of plans,,
BKG183924,,,Vehicle Breakdown
BKG183928,,Personal & Car related issues,
BKG183931,,,Vehicle Breakdown
BKG183932,,,Other Issue
BKG183935,,,Vehicle Breakdown
BKG183938,,The customer was coughing/sick,
BKG183939,Change of plans,,
BKG183942,,The customer was coughing/sick,
BKG183944,,,Customer Demand
BKG183950,,,Customer Demand
BKG183954,,,Vehicle Breakdown
BKG183955,,,Other Issue
BKG183957,,,Vehicle Breakdown
BKG183959,AC is not working,,
BKG183962,,,Customer Demand
BKG183970,,,Other Issue
BKG183971,,,Customer Demand
BKG183973,Wrong Address,,
BKG183979,,More than permitted people in there,
BKG183980,,Personal & Car related issues,
BKG183984,,Customer related issue,
BKG183989,,More than permitted people in there,
BKG183992,,,Other Issue
BKG183994,Driver asked to cancel,,
BKG184000,,,Vehicle Breakdown
BKG184001,,More than permitted people in there,
BKG184003,,,Other Issue
BKG184008,,,Customer Demand
BKG184012,,The customer was coughing/sick,
BKG184015,,,Vehicle Breakdown
BKG184018,,,Vehicle Breakdown
BKG184019,Wrong Address,,
BKG184021,,,Other Issue
BKG184025,,The customer was coughing/sick,
BKG184037,,Customer related issue,
BKG184038,,,Vehicle Breakdown
BKG184039,Driver asked to cancel,,
BKG184042,,,Vehicle Breakdown
BKG184044,,Personal & Car related issues,
BKG184045,Driver is not moving towards pickup location,,
BKG184047,,Customer related issue,
BKG184051,,,Other Issue
BKG184053,Change of plans,,
BKG184054,,The customer was coughing/sick,
BKG184059,,Personal & Car related issues,
BKG184060,,,Other Issue
BKG184061,,The customer was coughing/sick,
BKG184067,,More than permitted people in there,
BKG184073,,Personal & Car related issues,
BKG184074,,More than permitted people in there,
BKG184078,,The customer was coughing/sick,
BKG184082,Change of plans,,
BKG184085,AC is not working,,
BKG184087,Driver is not moving towards pickup location,,
BKG184090,,Customer related issue,
BKG184092,,,Other Issue
BKG184093,,More than permitted people in there,
BKG184094,,Customer related issue,
BKG184100,,Personal & Car related issues,
BKG184101,,,Other Issue
BKG184108,,Customer related issue,
BKG184111,,,Customer Demand
BKG184112,,The customer was coughing/sick,
BKG184117,,,Customer Demand
BKG184120,,More than permitted people in there,
BKG184126,,More than permitted people in there,
BKG184128,,,Vehicle Breakdown
BKG184129,,Customer related issue,
BKG184140,,Personal & Car related issues,
BKG184144,Driver is not moving towards pickup location,,
BKG184145,,More than permitted people in there,
BKG184148,,,Vehicle Breakdown
BKG184149,,Personal & Car related issues,
BKG184153,,,Other Issue
BKG184155,,More than permitted people in there,
BKG184159,,More than permitted people in there,
BKG184161,,,Vehicle Breakdown
BKG184165,,The customer was coughing/sick,
BKG184166,,The customer was coughing/sick,
BKG184173,,,Vehicle Breakdown
BKG184175,,,Other Issue
BKG184176,Wrong Address,,
BKG184182,,,Other Issue
BKG184183,,More than permitted people in there,
BKG184185,,,Other Issue
BKG184187,,The customer was coughing/sick,
BKG184189,,,Vehicle Breakdown
BKG184192,,Customer related issue,
BKG184193,,,Other Issue
BKG184195,,Personal & Car related issues,
BKG184198,Driver is not moving towards pickup location,,
BKG184199,Driver is not moving towards pickup location,,
BKG184200,,,Customer Demand
BKG184204,,,Other Issue
BKG184205,,,Customer Demand
BKG184208,Driver asked to cancel,,
BKG184210,,,Other Issue
BKG184213,Change of plans,,
BKG184217,,Customer related issue,
BKG184218,,Personal & Car related issues,
BKG184222,,Customer related issue,
BKG184224,,Personal & Car related issues,
BKG184226,,More than permitted people in there,
BKG184227,,The customer was coughing/sick,
BKG184231,,,Customer Demand
BKG184233,,The customer was coughing/sick,
BKG184243,,,Other Issue
BKG184244,,,Customer Demand
BKG184245,,Personal & Car related issues,
BKG184249,,The customer was coughing/sick,
BKG184250,,The customer was coughing/sick,
BKG184252,,,Vehicle Breakdown
BKG184253,,Customer related issue,
BKG184254,Change of plans,,
BKG184255,,,Other Issue
BKG184259,,,Other Issue
BKG184261,,Personal & Car related issues,
BKG184264,,The customer was coughing/sick,
BKG184265,Change of plans,,
BKG184271,,Personal & Car related issues,
BKG184274,Wrong Address,,
BKG184275,Wrong Address,,
BKG184276,,Customer related issue,
BKG184278,,,Vehicle Breakdown
BKG184279,,,Customer Demand
BKG184280,AC is not working,,
BKG184282,,Personal & Car related issues,
BKG184283,,,Vehicle Breakdown
BKG184285,,The customer was coughing/sick,
BKG184287,Driver asked to cancel,,
BKG184290,,Customer related issue,
BKG184298,,The customer was coughing/sick,
BKG184301,Driver is not moving towards pickup location,,
BKG184302,,,Vehicle Breakdown
BKG184303,,,Customer Demand
BKG184304,Driver asked to cancel,,
BKG184308,,Personal & Car related issues,
BKG184310,,Personal & Car related issues,
BKG184313,,Personal & Car related issues,
BKG184314,,,Vehicle Breakdown
BKG184318,Driver is not moving towards pickup location,,
BKG184322,Driver is not moving towards pickup location,,
BKG184325,,More than permitted people in there,
BKG184326,Change of plans,,
BKG184333,Change of plans,,
BKG184335,,Customer related issue,
BKG184337,,Customer related issue,
BKG184338,,More than permitted people in there,
BKG184346,,,Customer Demand
BKG184348,,The customer was coughing/sick,
BKG184349,Driver is not moving towards pickup location,,
BKG184350,,,Vehicle Breakdown
BKG184351,Driver asked to cancel,,
BKG184353,Driver asked to cancel,,
BKG184354,,,Other Issue
BKG184366,,,Other Issue
BKG184370,,More than permitted people in there,
BKG184372,,More than permitted people in there,
BKG184373,,More than permitted people in there,
BKG184376,,,Vehicle Breakdown
BKG184377,,More than permitted people in there,
BKG184378,,The customer was coughing/sick,
BKG184381,,The customer was coughing/sick,
BKG184382,,The customer was coughing/sick,
BKG184391,,,Other Issue
BKG184392,Driver asked to cancel,,
BKG184396,,,Other Issue
BKG184397,,Personal & Car related issues,
BKG184398,,,Customer Demand
BKG184399,,The customer was coughing/sick,
BKG184400,Wrong Address,,
BKG184404,,More than permitted people in there,
BKG184407,Change of plans,,
BKG184410,,,Other Issue
BKG184414,,The customer was coughing/sick,
BKG184415,,The customer was coughing/sick,
BKG184417,,Personal & Car related issues,
BKG184419,Change of plans,,
BKG184421,,,Vehicle Breakdown
BKG184431,Driver is not moving towards pickup location,,
BKG184435,,,Vehicle Breakdown
BKG184436,,More than permitted people in there,
BKG184441,,Customer related issue,
BKG184443,,The customer was coughing/sick,
BKG184446,,More than permitted people in there,
BKG184447,,,Other Issue
BKG184454,,,Other Issue
BKG184455,,,Other Issue
BKG184459,Driver is not moving towards pickup location,,
BKG184460,,,Customer Demand
BKG184461,,Personal & Car related issues,
BKG184462,,,Other Issue
BKG184467,Driver asked to cancel,,
BKG184476,,Personal & Car related issues,
BKG184484,,,Customer Demand
BKG184486,,,Other Issue
BKG184493,,,Other Issue
BKG184494,,Personal & Car related issues,
BKG184499,,,Other Issue
BKG184500,,,Vehicle Breakdown
BKG184501,,More than permitted people in there,
BKG184505,,The customer was coughing/sick,
BKG184506,Wrong Address,,
BKG184507,Change of plans,,
BKG184508,,,Vehicle Breakdown
BKG184516,,Personal & Car related issues,
BKG184518,,,Vehicle Breakdown
BKG184519,,Customer related issue,
BKG184521,,,Other Issue
BKG184522,,Personal & Car related issues,
BKG184524,,The customer was coughing/sick,
BKG184526,,,Other Issue
BKG184527,,The customer was coughing/sick,
BKG184529,,,Vehicle Breakdown
BKG184530,,More than permitted people in there,
BKG184533,,More than permitted people in there,
BKG184534,,,Customer Demand
BKG184536,,Personal & Car related issues,
BKG184541,,More than permitted people in there,
BKG184542,Change of plans,,
BKG184548,,Personal & Car related issues,
BKG184549,,,Other Issue
BKG184550,,Customer related issue,
BKG184552,,More than permitted people in there,
BKG184556,,The customer was coughing/sick,
BKG184557,,More than permitted people in there,
BKG184562,,Personal & Car related issues,
BKG184564,,,Customer Demand
BKG184565,,Personal & Car related issues,
BKG184566,,,Other Issue
BKG184571,,Personal & Car related issues,
BKG184576,,More than permitted people in there,
BKG184577,,,Other Issue
BKG184578,,Customer related issue,
BKG184579,,More than permitted people in there,
BKG184580,,Personal & Car related issues,
BKG184581,,,Other Issue
BKG184582,,More than permitted people in there,
BKG184583,,,Vehicle Breakdown
BKG184585,,The customer was coughing/sick,
BKG184591,Change of plans,,
BKG184595,Wrong Address,,
BKG184598,,,Vehicle Breakdown
BKG184599,,,Other Issue
BKG184602,Driver asked to cancel,,
BKG184605,,More than permitted people in there,
BKG184606,,More than permitted people in there,
BKG184607,Change of plans,,
BKG184610,,The customer was coughing/sick,
BKG184612,,More than permitted people in there,
BKG184613,,,Customer Demand
BKG184615,,Customer related issue,
BKG184617,,The customer was coughing/sick,
BKG184619,,The customer was coughing/sick,
BKG184622,,Personal & Car related issues,
BKG184625,,More than permitted people in there,
BKG184631,,,Customer Demand
BKG184632,Driver is not moving towards pickup location,,
BKG184633,,Personal & Car related issues,
BKG184637,,Customer related issue,
BKG184638,Change of plans,,
BKG184643,,The customer was coughing/sick,
BKG184644,Change of plans,,
BKG184653,Wrong Address,,
BKG184654,,,Customer Demand
BKG184655,,,Vehicle Breakdown
BKG184656,,,Vehicle Breakdown
BKG184657,,Personal & Car related issues,
BKG184658,,Personal & Car related issues,
BKG184666,,The customer was coughing/sick,
BKG184676,,,Vehicle Breakdown
BKG184677,,Personal & Car related issues,
BKG184679,,Personal & Car related issues,
BKG184680,,,Vehicle Breakdown
BKG184681,,More than permitted people in there,
BKG184683,,The customer was coughing/sick,
BKG184684,,,Customer Demand
BKG184688,,,Customer Demand
BKG184689,,More than permitted people in there,
BKG184692,,Personal & Car related issues,
BKG184695,,Customer related issue,
BKG184696,AC is not working,,
BKG184698,,The customer was coughing/sick,
BKG184704,,,Customer Demand
BKG184707,,,Vehicle Breakdown
BKG184709,,Personal & Car related issues,
BKG184711,Wrong Address,,
BKG184712,Driver is not moving towards pickup location,,
BKG184714,AC is not working,,
BKG184715,AC is not working,,
BKG184717,,Customer related issue,
BKG184721,,Customer related issue,
BKG184723,,,Other Issue
BKG184726,,Personal & Car related issues,
BKG184727,,More than permitted people in there,
BKG184728,Wrong Address,,
BKG184732,,,Other Issue
BKG184733,,,Other Issue
BKG184734,Driver is not moving towards pickup location,,
BKG184735,,Customer related issue,
BKG184742,,,Vehicle Breakdown
BKG184747,,,Customer Demand
BKG184753,,,Vehicle Breakdown
BKG184754,Driver asked to cancel,,
BKG184756,,,Vehicle Breakdown
BKG184757,,The customer was coughing/sick,
BKG184761,Wrong Address,,
BKG184763,Wrong Address,,
BKG184765,,,Vehicle Breakdown
BKG184766,,,Other Issue
BKG184769,,Personal & Car related issues,
BKG184770,,,Customer Demand
BKG184773,Driver is not moving towards pickup location,,
BKG184780,,,Customer Demand
BKG184781,,,Other Issue
BKG184784,,Personal & Car related issues,
BKG184786,,More than permitted people in there,
BKG184790,,,Customer Demand
BKG184795,,The customer was coughing/sick,
BKG184797,Driver is not moving towards pickup location,,
BKG184800,,,Customer Demand
BKG184804,,More than permitted people in there,
BKG184809,,The customer was coughing/sick,
BKG184812,,,Customer Demand
BKG184813,,,Customer Demand
BKG184815,,The customer was coughing/sick,
BKG184817,,,Customer Demand
BKG184818,,More than permitted people in there,
BKG184819,,Personal & Car related issues,
BKG184821,,The customer was coughing/sick,
BKG184826,,Personal & Car related issues,
BKG184827,,,Vehicle Breakdown
BKG184835,,Customer related issue,
BKG184837,,The customer was coughing/sick,
BKG184839,,The customer was coughing/sick,
BKG184842,,,Vehicle Breakdown
BKG184853,,,Vehicle Breakdown
BKG184855,,Personal & Car related issues,
BKG184856,,Customer related issue,
BKG184857,,,Customer Demand
BKG184861,,,Other Issue
BKG184868,Wrong Address,,
BKG184871,,Customer related issue,
BKG184873,,More than permitted people in there,
BKG184874,,More than permitted people in there,
BKG184875,,,Other Issue
BKG184879,,,Other Issue
BKG184880,,More than permitted people in there,
BKG184883,,The customer was coughing/sick,
BKG184885,,The customer was coughing/sick,
BKG184886,,The customer was coughing/sick,
BKG184887,,,Customer Demand
BKG184888,,Personal & Car related issues,
BKG184893,,,Other Issue
BKG184894,,Personal & Car related issues,
BKG184895,,,Vehicle Breakdown
BKG184896,Wrong Address,,
BKG184897,,Personal & Car related issues,
BKG184898,,,Vehicle Breakdown
BKG184906,,Customer related issue,
BKG184911,Wrong Address,,
BKG184914,,,Other Issue
BKG184917,Wrong Address,,
BKG184922,,,Other Issue
BKG184926,,Customer related issue,
BKG184927,,,Other Issue
BKG184928,,The customer was coughing/sick,
BKG184930,,,Other Issue
BKG184936,,,Vehicle Breakdown
BKG184939,,The customer was coughing/sick,
BKG184940,,Personal & Car related issues,
BKG184941,,Personal & Car related issues,
BKG184943,,Personal & Car related issues,
BKG184944,,,Vehicle Breakdown
BKG184948,,,Vehicle Breakdown
BKG184952,,,Customer Demand
BKG184957,,,Vehicle Breakdown
BKG184960,,,Customer Demand
BKG184961,,More than permitted people in there,
BKG184963,,,Customer Demand
BKG184967,,More than permitted people in there,
BKG184968,,Personal & Car related issues,
BKG184969,,,Vehicle Breakdown
BKG184971,,More than permitted people in there,
BKG184976,Driver asked to cancel,,
BKG184977,Change of plans,,
BKG184981,,,Other Issue
BKG184985,,More than permitted people in there,
BKG184987,Driver is not moving towards pickup location,,
BKG184989,,Personal & Car related issues,
BKG184992,,,Customer Demand
BKG184993,,Personal & Car related issues,
BKG184994,,The customer was coughing/sick,
BKG184997,,,Customer Demand
BKG184999,,,Vehicle Breakdown
BKG185000,,More than permitted people in there,
BKG185006,,,Other Issue
BKG185007,,Personal & Car related issues,
BKG185011,,,Vehicle Breakdown
BKG185012,Change of plans,,
BKG185013,,More than permitted people in there,
BKG185014,,The customer was coughing/sick,
BKG185017,AC is not working,,
BKG185021,,More than permitted people in there,
BKG185023,Change of plans,,
BKG185026,Driver asked to cancel,,
BKG185030,,More than permitted people in there,
BKG185033,,,Vehicle Breakdown
BKG185037,,,Vehicle Breakdown
BKG185042,,,Other Issue
BKG185043,,Personal & Car related issues,
BKG185046,,Customer related issue,
BKG185050,Driver asked to cancel,,
BKG185051,,The customer was coughing/sick,
BKG185052,,,Customer Demand
BKG185053,,,Customer Demand
BKG185055,Driver asked to cancel,,
BKG185057,Wrong Address,,
BKG185064,,Personal & Car related issues,
BKG185065,,The customer was coughing/sick,
BKG185067,,The customer was coughing/sick,
BKG185068,,,Vehicle Breakdown
BKG185071,Driver asked to cancel,,
BKG185073,Driver is not moving towards pickup location,,
BKG185074,Change of plans,,
BKG185079,,More than permitted people in there,
BKG185081,Driver is not moving towards pickup location,,
BKG185082,,Personal & Car related issues,
BKG185091,,Personal & Car related issues,
BKG185092,,,Vehicle Breakdown
BKG185093,,,Vehicle Breakdown
BKG185095,,,Other Issue
BKG185112,Driver is not moving towards pickup location,,
BKG185113,Change of plans,,
BKG185119,,More than permitted people in there,
BKG185120,,More than permitted people in there,
BKG185121,,,Customer Demand
BKG185126,Change of plans,,
BKG185127,Change of plans,,
BKG185130,,More than permitted people in there,
BKG185133,,,Other Issue
BKG185134,,,Other Issue
BKG185142,,,Customer Demand
BKG185143,Wrong Address,,
BKG185144,,,Vehicle Breakdown
BKG185145,,The customer was coughing/sick,
BKG185146,,The customer was coughing/sick,
BKG185155,,,Customer Demand
BKG185158,,,Vehicle Breakdown
BKG185159,,Customer related issue,
BKG185160,,More than permitted people in there,
BKG185164,,Customer related issue,
BKG185165,,Personal & Car related issues,
BKG185166,,Personal & Car related issues,
BKG185167,,Customer related issue,
BKG185169,,Customer related issue,
BKG185170,,,Vehicle Breakdown
BKG185171,,,Customer Demand
BKG185176,Driver asked to cancel,,
BKG185180,,Customer related issue,
BKG185181,,The customer was coughing/sick,
BKG185187,,More than permitted people in there,
BKG185190,,The customer was coughing/sick,
BKG185194,,The customer was coughing/sick,
BKG185196,,Personal & Car related issues,
BKG185198,,,Other Issue
BKG185199,,The customer was coughing/sick,
BKG185200,,More than permitted people in there,
BKG185204,,More than permitted people in there,
BKG185207,,Customer related issue,
BKG185209,,Personal & Car related issues,
BKG185212,,Personal & Car related issues,
BKG185214,,Customer related issue,
BKG185216,,Personal & Car related issues,
BKG185217,,Customer related issue,
BKG185220,Wrong Address,,
BKG185223,,More than permitted people in there,
BKG185226,,The customer was coughing/sick,
BKG185229,,Personal & Car related issues,
BKG185230,Wrong Address,,
BKG185235,Driver is not moving towards pickup location,,
BKG185237,,,Other Issue
BKG185238,AC is not working,,
BKG185240,Driver is not moving towards pickup location,,
BKG185241,Change of plans,,
BKG185243,,Personal & Car related issues,
BKG185245,,,Customer Demand
BKG185251,,Customer related issue,
BKG185252,,The customer was coughing/sick,
BKG185253,,Personal & Car related issues,
BKG185254,Driver asked to cancel,,
BKG185259,,,Vehicle Breakdown
BKG185260,,Personal & Car related issues,
BKG185263,Change of plans,,
BKG185264,,Personal & Car related issues,
BKG185265,,,Customer Demand
BKG185266,,,Vehicle Breakdown
BKG185267,,,Customer Demand
BKG185269,,The customer was coughing/sick,
BKG185273,,,Vehicle Breakdown
BKG185277,,,Other Issue
BKG185279,,,Other Issue
BKG185284,,Customer related issue,
BKG185288,,The customer was coughing/sick,
BKG185294,,,Customer Demand
BKG185297,,Personal & Car related issues,
BKG185301,Driver asked to cancel,,
BKG185305,,Personal & Car related issues,
BKG185306,,Customer related issue,
BKG185311,,Customer related issue,
BKG185317,,The customer was coughing/sick,
BKG185319,,More than permitted people in there,
BKG185323,,More than permitted people in there,
BKG185324,,,Customer Demand
BKG185333,,Personal & Car related issues,
BKG185334,,The customer was coughing/sick,
BKG185337,,Personal & Car related issues,
BKG185338,,More than permitted people in there,
BKG185339,,The customer was coughing/sick,
BKG185342,AC is not working,,
BKG185346,,,Vehicle Breakdown
BKG185348,,Customer related issue,
BKG185349,,The customer was coughing/sick,
BKG185350,,,Customer Demand
BKG185353,,The customer was coughing/sick,
BKG185355,,Personal & Car related issues,
BKG185357,,,Vehicle Breakdown
BKG185358,AC is not working,,
BKG185359,Change of plans,,
BKG185361,,,Customer Demand
BKG185363,,,Vehicle Breakdown
